V Grade,days outdoors,age,sex,height,weight,span,years climbing,years training,# pullups,# pushups,ape index,Weighted hang ratio,Weighted pull ratio
4.0,4.166666666666667,51,0.0,70.0,166.0,71.5,11.0,5.0,10.0,16.0,1.5,1.2710843373493976,1.3734939759036144
6.0,5.0,39,0.0,68.0,155.0,70.0,5.0,1.0,17.0,31.0,2.0,1.2258064516129032,1.5483870967741935
10.0,6.666666666666667,36,0.0,66.0,135.0,67.0,11.0,5.0,24.0,48.0,1.0,1.5925925925925926,1.7777777777777777
5.0,5.0,28,0.0,67.0,130.0,67.0,3.0,1.0,20.0,50.0,0.0,1.5384615384615383,1.8846153846153846
3.0,0.4166666666666667,29,1.0,60.75,103.0,60.0,1.0,1.0,12.0,19.0,-0.75,1.145631067961165,1.4077669902912622
5.0,,48,1.0,63.0,125.0,63.0,11.0,1.0,7.0,15.0,0.0,1.28,1.176
10.0,6.666666666666667,25,0.0,73.0,166.0,74.0,5.0,1.0,32.0,48.0,1.0,1.4518072289156627,1.8132530120481927
7.0,16.666666666666668,34,0.0,68.89,160.0,70.0,7.0,3.0,17.0,34.0,1.1099999999999994,1.43125,1.65
10.0,10.0,24,0.0,72.0,172.0,76.0,3.0,1.0,24.0,37.0,4.0,1.5813953488372094,1.8284883720930232
9.0,5.416666666666667,28,0.0,67.5,163.0,67.5,11.0,7.0,14.0,41.0,0.0,1.6748466257668713,1.705521472392638
4.0,2.5555555555555554,55,0.0,66.9,131.0,70.0,11.0,5.0,27.0,28.0,3.0999999999999943,1.3893129770992365,1.6488549618320612
10.0,6.25,48,0.0,68.0,152.0,68.0,11.0,11.0,18.0,37.0,0.0,1.756578947368421,1.5723684210526314
9.0,5.555555555555555,22,0.0,72.0,187.0,74.0,1.0,1.0,28.0,60.0,2.0,1.5454545454545454,1.7647058823529411
11.0,15.0,29,1.0,64.0,123.0,68.0,7.0,1.0,,,4.0,1.6097560975609757,1.4471544715447155
6.0,5.0,36,1.0,65.0,150.0,65.0,11.0,1.0,7.0,13.0,0.0,1.3,1.2333333333333334
7.0,5.833333333333333,42,0.0,70.0,160.0,74.0,11.0,11.0,20.0,,4.0,1.375,1.4375
5.0,4.444444444444445,24,0.0,70.5,150.0,72.5,3.0,1.0,15.0,30.0,2.0,1.2,1.5833333333333335
12.0,8.333333333333334,32,0.0,75.0,167.0,78.0,11.0,11.0,16.0,10.0,3.0,1.5988023952095807,1.4790419161676647
3.0,3.888888888888889,32,0.0,75.0,198.0,,7.0,1.0,12.0,31.0,,1.121212121212121,1.2777777777777777
7.0,4.0,31,0.0,70.0,131.0,67.0,11.0,7.0,18.0,33.0,-3.0,1.618320610687023,1.6488549618320612
5.0,3.0,33,0.0,73.0,187.0,72.0,5.0,5.0,13.0,25.0,-1.0,1.1871657754010696,1.4545454545454546
10.0,6.111111111111111,41,0.0,69.0,150.0,70.0,11.0,7.0,17.0,31.0,1.0,1.6,1.5333333333333332
8.0,4.0,28,0.0,70.0,185.0,75.0,3.0,1.0,18.0,35.0,5.0,1.4324324324324325,1.4864864864864864
8.0,3.3333333333333335,28,0.0,68.0,160.0,69.0,7.0,3.0,16.0,25.0,1.0,1.4875,1.8
5.0,2.0833333333333335,32,0.0,72.0,180.0,74.0,11.0,7.0,16.0,31.0,2.0,1.3333333333333333,1.5555555555555556
4.0,2.0,50,0.0,67.5,168.0,68.5,11.0,1.0,4.0,5.0,1.0,1.0595238095238095,1.0595238095238095
8.0,4.166666666666667,28,1.0,67.0,137.0,67.0,11.0,3.0,15.0,26.0,0.0,1.510948905109489,1.4014598540145986
6.0,10.0,31,0.0,69.0,162.0,71.0,5.0,1.0,14.0,30.0,2.0,1.3395061728395061,1.5555555555555556
5.0,3.3333333333333335,34,0.0,71.0,175.0,71.0,3.0,1.0,17.0,52.0,0.0,1.3542857142857143,1.5714285714285714
5.0,0.8333333333333334,29,0.0,66.5,149.0,68.2,5.0,1.0,21.0,39.0,1.7000000000000028,1.4161073825503356,1.7046979865771812
8.0,6.666666666666667,32,0.0,71.0,188.0,72.0,9.0,7.0,12.0,31.0,1.0,1.2659574468085106,1.372340425531915
12.0,4.166666666666667,36,1.0,65.0,105.0,68.0,9.0,5.0,14.0,25.0,3.0,1.4761904761904763,1.4
8.0,2.5,38,0.0,72.0,163.0,72.0,11.0,11.0,19.0,26.0,0.0,1.50920245398773,1.441717791411043
10.0,12.5,29,0.0,76.0,205.0,81.0,5.0,1.0,12.0,16.0,5.0,1.1951219512195121,1.4878048780487805
4.0,5.0,52,0.0,71.0,176.0,73.0,9.0,3.0,11.0,18.0,2.0,1.1704545454545454,1.3125
8.0,8.333333333333334,35,0.0,67.0,145.0,,11.0,5.0,17.0,33.0,,1.5172413793103448,1.5517241379310345
8.0,5.833333333333333,22,0.0,70.0,170.0,72.0,5.0,3.0,21.0,33.0,2.0,1.6176470588235294,1.6176470588235294
10.0,11.666666666666666,25,0.0,73.0,170.0,74.0,7.0,1.0,33.0,58.0,1.0,1.7058823529411766,1.8529411764705883
4.0,1.6666666666666667,33,0.0,72.0,175.0,70.0,7.0,3.0,11.0,31.0,-2.0,1.2285714285714286,1.3542857142857143
9.0,8.333333333333334,32,0.0,66.0,156.0,66.0,7.0,5.0,12.0,25.0,0.0,1.5128205128205128,1.6730769230769231
7.0,4.166666666666667,27,1.0,62.0,141.0,67.0,5.0,1.0,12.0,23.0,5.0,1.4397163120567376,1.4397163120567376
13.0,4.166666666666667,25,0.0,70.8,147.0,74.0,11.0,1.0,14.0,30.0,3.200000000000003,1.598639455782313,1.598639455782313
8.0,12.5,29,0.0,72.0,176.0,73.0,11.0,5.0,12.0,44.0,1.0,1.4545454545454546,1.5397727272727273
7.0,5.833333333333333,39,0.0,73.0,155.0,77.0,11.0,9.0,7.0,35.0,4.0,1.4193548387096775,1.2903225806451613
7.0,2.7777777777777777,32,0.0,73.0,158.0,72.0,11.0,3.0,15.0,25.0,-1.0,1.2088607594936709,1.4430379746835442
7.0,8.333333333333334,39,0.0,69.0,170.0,69.5,11.0,5.0,15.0,40.0,0.5,1.5,1.3529411764705883
10.0,3.3333333333333335,26,0.0,71.0,161.0,79.0,9.0,5.0,19.0,26.0,8.0,1.6832298136645962,1.7577639751552794
10.0,5.555555555555555,26,0.0,71.0,161.0,79.0,11.0,5.0,19.0,26.0,8.0,1.7142857142857144,1.7515527950310559
7.0,1.6666666666666667,35,0.0,70.4,146.0,70.0,7.0,3.0,12.0,35.0,-0.4000000000000057,1.5616438356164384,1.6369863013698631
7.0,0.8333333333333334,30,0.0,71.5,165.0,73.0,5.0,3.0,20.0,87.0,1.5,1.9393939393939394,1.8181818181818183
5.0,3.3333333333333335,30,0.0,71.0,155.0,73.0,5.0,1.0,17.0,27.0,2.0,1.064516129032258,1.5483870967741935
9.0,6.666666666666667,33,1.0,63.5,140.0,64.0,11.0,3.0,11.0,4.0,0.5,1.3785714285714286,1.25
13.0,6.25,25,0.0,70.5,153.0,74.0,11.0,11.0,21.0,32.0,3.5,2.0784313725490193,1.915032679738562
7.0,13.0,30,1.0,62.0,119.0,62.0,5.0,3.0,13.0,16.0,0.0,1.46218487394958,1.3781512605042017
8.0,1.25,27,0.0,73.0,145.0,76.0,7.0,1.0,17.0,25.0,3.0,1.4827586206896552,1.4827586206896552
